1,imdrunkrightnow,84.65,Football Yankees,116.85
2,imdrunkrightnow,91.5,THE CHAMP IS HERE,97.85
3,imdrunkrightnow,53.25,AirBudGoldenReceiver,88.8
4,imdrunkrightnow,64.26,I Shot The Scherff,78.38
5,imdrunkrightnow,81.77,The Joique Store,77.59
6,imdrunkrightnow,87.76,Don Julio & Blounts,83.25
7,imdrunkrightnow,68.13,The Jumbo Package,114.25
8,imdrunkrightnow,90.97,password is taco,80.85
9,imdrunkrightnow,94.53,Chili Con Cussion,125.69
10,imdrunkrightnow,78.78,THE CHAMP IS BEER,88.91
11,imdrunkrightnow,71.69,Maybeitrythissober,54.42
12,imdrunkrightnow,42.77,Make ATO Great Again,89.82
13,imdrunkrightnow,80.29,Semiautomatic futon,123.11
2,Football Yankees,66.13,Semiautomatic futon,83.61
3,Football Yankees,74.83,THE CHAMP IS HERE,109.81
4,Football Yankees,98.96,AirBudGoldenReceiver,83.82
5,Football Yankees,111.26,I Shot The Scherff,97.81
6,Football Yankees,124.27,The Joique Store,91.14
7,Football Yankees,122.08,Don Julio & Blounts,107.9
8,Football Yankees,71.15,The Jumbo Package,99.38
9,Football Yankees,100.82,password is taco,58.16
10,Football Yankees,94.04,Chili Con Cussion,61.42
11,Football Yankees,82.23,THE CHAMP IS BEER,72.83
12,Football Yankees,85.34,Maybeitrythissober,97.5
13,Football Yankees,90.9,Make ATO Great Again,143.51
14,Football Yankees,76.87,THE CHAMP IS HERE,68.65
15,Football Yankees,80.71,The Jumbo Package,99.39
16,Football Yankees,72.49,Chili Con Cussion,131.46
1,THE CHAMP IS HERE,95.04,Make ATO Great Again,83.99
4,THE CHAMP IS HERE,95.19,Semiautomatic futon,75.56
5,THE CHAMP IS HERE,94.11,AirBudGoldenReceiver,115.05
6,THE CHAMP IS HERE,100.74,I Shot The Scherff,120.67
7,THE CHAMP IS HERE,105.33,The Joique Store,66.3
8,THE CHAMP IS HERE,84.97,Don Julio & Blounts,85.19
9,THE CHAMP IS HERE,123.19,The Jumbo Package,88.38
10,THE CHAMP IS HERE,92.78,password is taco,69.48
11,THE CHAMP IS HERE,47.31,Chili Con Cussion,85.05
12,THE CHAMP IS HERE,90.1,THE CHAMP IS BEER,95.85
13,THE CHAMP IS HERE,110.92,Maybeitrythissober,70.38
1,AirBudGoldenReceiver,82.92,Maybeitrythissober,46.2
2,AirBudGoldenReceiver,71.9,Make ATO Great Again,107.51
6,AirBudGoldenReceiver,71.78,Semiautomatic futon,93.6
7,AirBudGoldenReceiver,72.17,I Shot The Scherff,117.02
8,AirBudGoldenReceiver,129.84,The Joique Store,100.21
9,AirBudGoldenReceiver,80.35,Don Julio & Blounts,106.54
10,AirBudGoldenReceiver,90.99,The Jumbo Package,80.96
11,AirBudGoldenReceiver,50.12,password is taco,99.77
12,AirBudGoldenReceiver,93.15,Chili Con Cussion,116.6
13,AirBudGoldenReceiver,80.98,THE CHAMP IS BEER,83.83
1,I Shot The Scherff,92.99,THE CHAMP IS BEER,95.72
2,I Shot The Scherff,72.57,Maybeitrythissober,84.39
3,I Shot The Scherff,94.44,Make ATO Great Again,83.28
8,I Shot The Scherff,89.24,Semiautomatic futon,70.98
9,I Shot The Scherff,98.41,The Joique Store,89.93
10,I Shot The Scherff,103.67,Don Julio & Blounts,58.17
11,I Shot The Scherff,86.5,The Jumbo Package,81.15
12,I Shot The Scherff,90.25,password is taco,111.09
13,I Shot The Scherff,82.73,Chili Con Cussion,142.16
14,I Shot The Scherff,81.43,Chili Con Cussion,122.18
1,The Joique Store,98.55,Chili Con Cussion,80.04
2,The Joique Store,112.35,THE CHAMP IS BEER,91.64
3,The Joique Store,131.29,Maybeitrythissober,83.56
4,The Joique Store,66.23,Make ATO Great Again,68.74
10,The Joique Store,99.37,Semiautomatic futon,77.12
11,The Joique Store,77.03,Don Julio & Blounts,82.93
12,The Joique Store,97.34,The Jumbo Package,111.22
13,The Joique Store,105.99,password is taco,61.69
1,Don Julio & Blounts,102.39,password is taco,81.24
2,Don Julio & Blounts,75.76,Chili Con Cussion,142.69
3,Don Julio & Blounts,107.88,THE CHAMP IS BEER,88.27
4,Don Julio & Blounts,78.86,Maybeitrythissober,56.42
5,Don Julio & Blounts,109.32,Make ATO Great Again,148.84
12,Don Julio & Blounts,95.75,Semiautomatic futon,62.48
13,Don Julio & Blounts,85.13,The Jumbo Package,85.51
1,The Jumbo Package,123.62,Semiautomatic futon,113.96
2,The Jumbo Package,106.57,password is taco,76.53
3,The Jumbo Package,121.9,Chili Con Cussion,109.4
4,The Jumbo Package,99.94,THE CHAMP IS BEER,64.88
5,The Jumbo Package,73.51,Maybeitrythissober,26.79
6,The Jumbo Package,112.2,Make ATO Great Again,86.92
16,The Jumbo Package,101.23,Make ATO Great Again,89.45
3,password is taco,114.58,Semiautomatic futon,131.67
4,password is taco,80.72,Chili Con Cussion,104.33
5,password is taco,64.53,THE CHAMP IS BEER,88.4
6,password is taco,125.79,Maybeitrythissober,53.65
7,password is taco,100.93,Make ATO Great Again,130.58
5,Chili Con Cussion,96.42,Semiautomatic futon,61.19
