1,13.54,Football TSM,Starter,Justin Fields,NYJ,QB
1,15.9,Football TSM,Starter,Garrett Wilson,NYJ,WR|W/R/T
1,10.5,Football TSM,Starter,Jahan Dotson,Phi,WR|W/R/T
1,20.7,Football TSM,Starter,Nick Chubb,Hou,RB|W/R/T
1,1.3,Football TSM,Starter,D'Andre Swift,Chi,RB|W/R/T
1,9.9,Football TSM,Starter,Sam LaPorta,Det,TE|W/R/T
1,0.4,Football TSM,Starter,Skyy Moore,SF,WR|W/R/T
1,17.2,Football TSM,Non-Starter,Breece Hall,NYJ,RB|W/R/T
1,4.8,Football TSM,Non-Starter,Jaxon Smith-Njigba,Sea,WR|W/R/T
1,0.0,Football TSM,Non-Starter,De'Von Achane,Mia,RB|W/R/T
1,3.5,Football TSM,Starter,Denver Broncos,Den,DEF
2,11.24,Football TSM,Starter,Justin Fields,NYJ,QB
2,17.3,Football TSM,Starter,Garrett Wilson,NYJ,WR|W/R/T
2,5.7,Football TSM,Starter,Jahan Dotson,Phi,WR|W/R/T
2,6.9,Football TSM,Starter,Nick Chubb,Hou,RB|W/R/T
2,32.1,Football TSM,Starter,D'Andre Swift,Chi,RB|W/R/T
2,13.3,Football TSM,Starter,Sam LaPorta,Det,TE|W/R/T
2,0.9,Football TSM,Starter,Breece Hall,NYJ,RB|W/R/T
2,17.0,Football TSM,Non-Starter,Skyy Moore,SF,WR|W/R/T
2,8.9,Football TSM,Non-Starter,Jaxon Smith-Njigba,Sea,WR|W/R/T
2,1.9,Football TSM,Non-Starter,De'Von Achane,Mia,RB|W/R/T
2,4.5,Football TSM,Starter,Denver Broncos,Den,DEF
3,2.48,Football TSM,Starter,Daniel Jones,Ind,QB
3,10.3,Football TSM,Starter,Garrett Wilson,NYJ,WR|W/R/T
3,4.6,Football TSM,Starter,Jahan Dotson,Phi,WR|W/R/T
3,4.7,Football TSM,Starter,Breece Hall,NYJ,RB|W/R/T
3,17.8,Football TSM,Starter,D'Andre Swift,Chi,RB|W/R/T
3,23.9,Football TSM,Starter,Sam LaPorta,Det,TE|W/R/T
3,9.7,Football TSM,Starter,Skyy Moore,SF,WR|W/R/T
3,2.0,Football TSM,Non-Starter,Jaxon Smith-Njigba,Sea,WR|W/R/T
3,4.9,Football TSM,Non-Starter,Tyjae Spears,Ten,RB|W/R/T
3,12.66,Football TSM,Non-Starter,Justin Fields,NYJ,QB
3,15.5,Football TSM,Starter,New England Patriots,NE,DEF
4,34.4,Football TSM,Starter,Justin Fields,NYJ,QB
4,16.5,Football TSM,Starter,Garrett Wilson,NYJ,WR|W/R/T
4,13.2,Football TSM,Starter,Jahan Dotson,Phi,WR|W/R/T
4,10.9,Football TSM,Starter,Breece Hall,NYJ,RB|W/R/T
4,18.9,Football TSM,Starter,D'Andre Swift,Chi,RB|W/R/T
4,10.6,Football TSM,Starter,Sam LaPorta,Det,TE|W/R/T
4,2.4,Football TSM,Starter,Skyy Moore,SF,WR|W/R/T
4,27.34,Football TSM,Non-Starter,C.J. Stroud,Hou,QB
4,3.5,Football TSM,Non-Starter,Jaxon Smith-Njigba,Sea,WR|W/R/T
4,10.8,Football TSM,Non-Starter,Tyjae Spears,Ten,RB|W/R/T
4,6.5,Football TSM,Starter,New England Patriots,NE,DEF
5,43.98,Football TSM,Starter,Justin Fields,NYJ,QB
5,9.9,Football TSM,Starter,Garrett Wilson,NYJ,WR|W/R/T
5,6.5,Football TSM,Starter,Jahan Dotson,Phi,WR|W/R/T
5,31.9,Football TSM,Starter,Breece Hall,NYJ,RB|W/R/T
5,18.8,Football TSM,Starter,D'Andre Swift,Chi,RB|W/R/T
5,21.2,Football TSM,Starter,Sam LaPorta,Det,TE|W/R/T
5,3.1,Football TSM,Starter,Skyy Moore,SF,WR|W/R/T
5,16.66,Football TSM,Non-Starter,C.J. Stroud,Hou,QB
5,18.9,Football TSM,Non-Starter,Tyjae Spears,Ten,RB|W/R/T
5,2.2,Football TSM,Non-Starter,Jameson Williams,Det,WR|W/R/T
5,4.0,Football TSM,Starter,New England Patriots,NE,DEF
6,3.92,Football TSM,Starter,Justin Fields,NYJ,QB
6,19.0,Football TSM,Starter,Garrett Wilson,NYJ,WR|W/R/T
6,13.6,Football TSM,Starter,Josh Downs,Ind,WR|W/R/T
