1,25.82,Han Monsturrrz,Starter,Tom Brady,TB,QB
1,2.9,Han Monsturrrz,Starter,Donald Driver,GB,WR
1,4.33,Han Monsturrrz,Starter,Drew Bennett,LAR,WR
1,4.23,Han Monsturrrz,Starter,Curtis Martin,NYJ,RB
1,0.93,Han Monsturrrz,Starter,Marshall Faulk,LAR,RB
1,9.5,Han Monsturrrz,Starter,Randy McMichael,LAC,TE
1,15.88,Han Monsturrrz,Non-Starter,Keyshawn Johnson,Car,WR
1,13.57,Han Monsturrrz,Non-Starter,Eli Manning,NYG,QB
1,1.48,Han Monsturrrz,Non-Starter,George Wrighster,Jax,TE
1,0.0,Han Monsturrrz,Non-Starter,Derrick Blaylock,NYJ,RB
1,1.0,Han Monsturrrz,Starter,Matt Stover,Ind,K
1,6.0,Han Monsturrrz,Non-Starter,Jay Feely,Chi,K
1,26.55,Han Monsturrrz,Starter,Buffalo Bills,Buf,DEF
1,25.7,Han Monsturrrz,Non-Starter,Indianapolis,Ind,DEF
2,13.78,Han Monsturrrz,Starter,Tom Brady,TB,QB
2,12.0,Han Monsturrrz,Starter,Donald Driver,GB,WR
2,3.1,Han Monsturrrz,Starter,Drew Bennett,LAR,WR
2,4.15,Han Monsturrrz,Starter,Curtis Martin,NYJ,RB
2,0.5,Han Monsturrrz,Starter,Moe Williams,Min,RB
2,10.85,Han Monsturrrz,Starter,Randy McMichael,LAC,TE
2,1.4,Han Monsturrrz,Non-Starter,Marshall Faulk,LAR,RB
2,1.55,Han Monsturrrz,Non-Starter,Keyshawn Johnson,Car,WR
2,13.93,Han Monsturrrz,Non-Starter,Eli Manning,NYG,QB
2,0.0,Han Monsturrrz,Non-Starter,George Wrighster,Jax,TE
2,4.0,Han Monsturrrz,Starter,Matt Stover,Ind,K
2,9.0,Han Monsturrrz,Non-Starter,Jay Feely,Chi,K
2,8.25,Han Monsturrrz,Starter,Buffalo Bills,Buf,DEF
2,16.15,Han Monsturrrz,Non-Starter,Indianapolis,Ind,DEF
3,27.82,Han Monsturrrz,Starter,Eli Manning,NYG,QB
3,12.33,Han Monsturrrz,Starter,Keyshawn Johnson,Car,WR
3,0.23,Han Monsturrrz,Starter,Donte' Stallworth,NE,WR
3,3.8,Han Monsturrrz,Starter,Curtis Martin,NYJ,RB
3,1.28,Han Monsturrrz,Starter,Lamar Gordon,Det,RB
3,7.03,Han Monsturrrz,Starter,Randy McMichael,LAC,TE
3,13.44,Han Monsturrrz,Non-Starter,Tom Brady,TB,QB
3,2.7,Han Monsturrrz,Non-Starter,Donald Driver,GB,WR
3,5.55,Han Monsturrrz,Non-Starter,Drew Bennett,LAR,WR
3,7.43,Han Monsturrrz,Non-Starter,Marshall Faulk,LAR,RB
3,12.0,Han Monsturrrz,Starter,Jay Feely,Chi,K
3,0.0,Han Monsturrrz,Non-Starter,Matt Stover,Ind,K
3,8.95,Han Monsturrrz,Starter,Buffalo Bills,Buf,DEF
3,14.55,Han Monsturrrz,Non-Starter,Indianapolis,Ind,DEF
4,14.06,Han Monsturrrz,Starter,Tom Brady,TB,QB
4,1.05,Han Monsturrrz,Starter,Keyshawn Johnson,Car,WR
4,7.75,Han Monsturrrz,Starter,Donte' Stallworth,NE,WR
4,2.63,Han Monsturrrz,Starter,Curtis Martin,NYJ,RB
