1,imdrunkrightnow,102.36,AirBudGoldenReceiver,127.75
2,imdrunkrightnow,79.08,Demaryius Stormborn,110.31
3,imdrunkrightnow,87.97,Hail to the Gingers,78.38
4,imdrunkrightnow,113.1,3rdDegree Brown Belt,114.25
5,imdrunkrightnow,83.21,DeSean of the Dead,75.72
6,imdrunkrightnow,112.53,FFB Ozymandias,95.57
7,imdrunkrightnow,70.77,they not gang signs,89.9
8,imdrunkrightnow,86.69,Maybeitrythissober,102.14
9,imdrunkrightnow,64.47,The Washington Team,82.12
10,imdrunkrightnow,71.95,Football Yankees,87.73
11,imdrunkrightnow,48.91,Riley's Racists,75.37
12,imdrunkrightnow,89.08,DeStonewall Jacksons,125.5
13,imdrunkrightnow,49.21,Cock Enchilada,83.97
2,AirBudGoldenReceiver,78.03,Cock Enchilada,110.44
3,AirBudGoldenReceiver,106.2,Demaryius Stormborn,92.92
4,AirBudGoldenReceiver,109.57,Hail to the Gingers,78.33
5,AirBudGoldenReceiver,53.03,3rdDegree Brown Belt,103.76
6,AirBudGoldenReceiver,74.0,DeSean of the Dead,108.76
7,AirBudGoldenReceiver,115.66,FFB Ozymandias,96.72
8,AirBudGoldenReceiver,73.65,they not gang signs,106.04
9,AirBudGoldenReceiver,102.76,Maybeitrythissober,75.08
10,AirBudGoldenReceiver,94.68,The Washington Team,74.38
11,AirBudGoldenReceiver,104.02,Football Yankees,121.5
12,AirBudGoldenReceiver,55.17,Riley's Racists,97.66
13,AirBudGoldenReceiver,188.2,DeStonewall Jacksons,78.71
14,AirBudGoldenReceiver,120.76,Cock Enchilada,102.18
15,AirBudGoldenReceiver,75.43,they not gang signs,75.15
16,AirBudGoldenReceiver,63.01,3rdDegree Brown Belt,91.6
1,Demaryius Stormborn,90.41,DeStonewall Jacksons,71.44
4,Demaryius Stormborn,88.31,Cock Enchilada,96.23
5,Demaryius Stormborn,103.49,Hail to the Gingers,98.17
6,Demaryius Stormborn,85.44,3rdDegree Brown Belt,92.32
7,Demaryius Stormborn,106.89,DeSean of the Dead,118.07
8,Demaryius Stormborn,128.46,FFB Ozymandias,168.52
9,Demaryius Stormborn,75.07,they not gang signs,91.26
10,Demaryius Stormborn,86.49,Maybeitrythissober,99.03
11,Demaryius Stormborn,100.07,The Washington Team,57.38
12,Demaryius Stormborn,114.64,Football Yankees,113.0
13,Demaryius Stormborn,106.67,Riley's Racists,109.1
1,Hail to the Gingers,46.88,Riley's Racists,112.09
2,Hail to the Gingers,48.57,DeStonewall Jacksons,51.64
6,Hail to the Gingers,58.11,Cock Enchilada,96.16
7,Hail to the Gingers,60.16,3rdDegree Brown Belt,81.66
8,Hail to the Gingers,87.49,DeSean of the Dead,52.65
9,Hail to the Gingers,83.92,FFB Ozymandias,92.88
10,Hail to the Gingers,67.88,they not gang signs,106.12
11,Hail to the Gingers,75.25,Maybeitrythissober,88.0
12,Hail to the Gingers,87.62,The Washington Team,69.66
13,Hail to the Gingers,69.5,Football Yankees,113.9
1,3rdDegree Brown Belt,104.47,Football Yankees,62.96
2,3rdDegree Brown Belt,95.54,Riley's Racists,105.34
