1,Haynesworth The Hack,109.67,Football Yankees,68.52
2,Haynesworth The Hack,79.37,Undrafted,80.16
3,Haynesworth The Hack,90.83,Vickadelphia,120.79
4,Haynesworth The Hack,114.92,Grateful Deadskins,71.52
5,Haynesworth The Hack,84.76,Brodie CrOil Spill,95.09
6,Haynesworth The Hack,111.11,Your2009TampaBayBucs,96.93
7,Haynesworth The Hack,85.52,SemiPublicBafroomSex,99.29
8,Haynesworth The Hack,113.56,ClevelandAirMarshals,84.88
9,Haynesworth The Hack,103.01,Cock Salad,83.15
10,Haynesworth The Hack,97.44,AirBudGoldenReceiver,56.8
11,Haynesworth The Hack,88.84,imdrunkrightnow,78.29
12,Haynesworth The Hack,106.24,Football Yankees,124.16
13,Haynesworth The Hack,105.79,Undrafted,64.77
14,Haynesworth The Hack,62.84,SemiPublicBafroomSex,96.14
2,Football Yankees,93.45,imdrunkrightnow,86.95
3,Football Yankees,97.09,Undrafted,82.9
4,Football Yankees,52.89,Vickadelphia,121.35
5,Football Yankees,90.52,Grateful Deadskins,104.23
6,Football Yankees,55.72,Brodie CrOil Spill,79.55
7,Football Yankees,97.88,Your2009TampaBayBucs,78.34
8,Football Yankees,67.2,SemiPublicBafroomSex,57.89
9,Football Yankees,81.41,ClevelandAirMarshals,130.72
10,Football Yankees,70.88,Cock Salad,78.76
11,Football Yankees,94.09,AirBudGoldenReceiver,134.49
13,Football Yankees,120.47,imdrunkrightnow,74.3
1,Undrafted,72.33,AirBudGoldenReceiver,82.59
4,Undrafted,68.45,imdrunkrightnow,67.98
5,Undrafted,69.26,Vickadelphia,129.87
6,Undrafted,97.67,Grateful Deadskins,69.55
7,Undrafted,85.04,Brodie CrOil Spill,104.33
8,Undrafted,87.6,Your2009TampaBayBucs,52.29
9,Undrafted,74.57,SemiPublicBafroomSex,75.26
10,Undrafted,58.69,ClevelandAirMarshals,86.33
11,Undrafted,81.68,Cock Salad,77.57
12,Undrafted,76.03,AirBudGoldenReceiver,94.56
1,Vickadelphia,71.36,Cock Salad,100.72
2,Vickadelphia,87.86,AirBudGoldenReceiver,102.59
6,Vickadelphia,78.94,imdrunkrightnow,91.58
7,Vickadelphia,86.69,Grateful Deadskins,85.81
8,Vickadelphia,95.48,Brodie CrOil Spill,105.76
9,Vickadelphia,56.29,Your2009TampaBayBucs,68.05
10,Vickadelphia,115.69,SemiPublicBafroomSex,118.44
11,Vickadelphia,91.99,ClevelandAirMarshals,105.31
12,Vickadelphia,88.48,Cock Salad,85.25
13,Vickadelphia,98.89,AirBudGoldenReceiver,101.39
1,Grateful Deadskins,93.28,ClevelandAirMarshals,112.53
2,Grateful Deadskins,71.3,Cock Salad,89.86
3,Grateful Deadskins,55.32,AirBudGoldenReceiver,93.59
8,Grateful Deadskins,63.33,imdrunkrightnow,77.42
9,Grateful Deadskins,71.8,Brodie CrOil Spill,138.57
10,Grateful Deadskins,66.99,Your2009TampaBayBucs,101.17
11,Grateful Deadskins,86.57,SemiPublicBafroomSex,128.94
12,Grateful Deadskins,86.33,ClevelandAirMarshals,109.75
13,Grateful Deadskins,84.45,Cock Salad,110.5
1,Brodie CrOil Spill,63.03,SemiPublicBafroomSex,81.85
2,Brodie CrOil Spill,89.21,ClevelandAirMarshals,104.59
3,Brodie CrOil Spill,94.49,Cock Salad,77.95
4,Brodie CrOil Spill,131.86,AirBudGoldenReceiver,62.15
10,Brodie CrOil Spill,128.62,imdrunkrightnow,72.45
11,Brodie CrOil Spill,108.77,Your2009TampaBayBucs,73.78
12,Brodie CrOil Spill,108.72,SemiPublicBafroomSex,77.62
13,Brodie CrOil Spill,129.18,ClevelandAirMarshals,109.16
15,Brodie CrOil Spill,92.68,SemiPublicBafroomSex,85.39
16,Brodie CrOil Spill,82.17,AirBudGoldenReceiver,83.13
1,Your2009TampaBayBucs,61.88,imdrunkrightnow,95.42
2,Your2009TampaBayBucs,75.19,SemiPublicBafroomSex,98.03
3,Your2009TampaBayBucs,93.79,ClevelandAirMarshals,126.3
4,Your2009TampaBayBucs,67.48,Cock Salad,97.69
5,Your2009TampaBayBucs,54.54,AirBudGoldenReceiver,65.19
12,Your2009TampaBayBucs,91.49,imdrunkrightnow,85.25
13,Your2009TampaBayBucs,41.19,SemiPublicBafroomSex,67.13
3,SemiPublicBafroomSex,68.48,imdrunkrightnow,111.4
4,SemiPublicBafroomSex,96.96,ClevelandAirMarshals,75.88
5,SemiPublicBafroomSex,86.95,Cock Salad,89.94
6,SemiPublicBafroomSex,88.94,AirBudGoldenReceiver,100.35
16,SemiPublicBafroomSex,78.48,ClevelandAirMarshals,118.21
5,ClevelandAirMarshals,90.27,imdrunkrightnow,114.11
6,ClevelandAirMarshals,77.84,Cock Salad,85.51
7,ClevelandAirMarshals,133.09,AirBudGoldenReceiver,98.2
14,ClevelandAirMarshals,75.66,Cock Salad,57.94
15,ClevelandAirMarshals,75.2,AirBudGoldenReceiver,84.03
7,Cock Salad,41.94,imdrunkrightnow,56.63
8,Cock Salad,67.0,AirBudGoldenReceiver,61.9
9,AirBudGoldenReceiver,85.54,imdrunkrightnow,80.26
