1,13.64,All Hits No Hitler,Starter,Peyton Manning,Den,QB
1,3.25,All Hits No Hitler,Starter,Steve Smith,Bal,WR|W/R/T
1,2.3,All Hits No Hitler,Starter,Eddie Royal,Chi,WR|W/R/T
1,38.05,All Hits No Hitler,Starter,Adrian Peterson,Sea,RB|W/R/T
1,6.15,All Hits No Hitler,Starter,Reggie Bush,Buf,RB|W/R/T
1,10.95,All Hits No Hitler,Starter,Kellen Winslow,NYJ,TE|W/R/T
1,21.35,All Hits No Hitler,Starter,Santonio Holmes,Chi,WR|W/R/T
1,20.1,All Hits No Hitler,Non-Starter,Julius Jones,Sea,RB|W/R/T
1,0.0,All Hits No Hitler,Non-Starter,Michael Crabtree,Ari,WR|W/R/T
1,0.0,All Hits No Hitler,Non-Starter,Sammy Morris,Dal,RB|W/R/T
1,0.0,All Hits No Hitler,Non-Starter,Matt Cassel,Det,QB
1,4.6,All Hits No Hitler,Non-Starter,Mewelde Moore,Ind,RB|W/R/T
1,7.0,All Hits No Hitler,Starter,Mason Crosby,NYG,K
1,14.0,All Hits No Hitler,Starter,New York Giants,NYG,DEF
1,6.0,All Hits No Hitler,Non-Starter,Chicago,Chi,DEF
2,20.42,All Hits No Hitler,Starter,Peyton Manning,Den,QB
2,9.55,All Hits No Hitler,Starter,Santonio Holmes,Chi,WR|W/R/T
2,15.1,All Hits No Hitler,Starter,Steve Smith,Bal,WR|W/R/T
2,16.6,All Hits No Hitler,Starter,Adrian Peterson,Sea,RB|W/R/T
2,7.65,All Hits No Hitler,Starter,Julius Jones,Sea,RB|W/R/T
2,16.75,All Hits No Hitler,Starter,Kellen Winslow,NYJ,TE|W/R/T
2,14.25,All Hits No Hitler,Starter,Reggie Bush,Buf,RB|W/R/T
2,2.75,All Hits No Hitler,Non-Starter,Eddie Royal,Chi,WR|W/R/T
2,0.0,All Hits No Hitler,Non-Starter,Michael Crabtree,Ari,WR|W/R/T
2,2.05,All Hits No Hitler,Non-Starter,Sammy Morris,Dal,RB|W/R/T
2,13.04,All Hits No Hitler,Non-Starter,Matt Cassel,Det,QB
2,3.55,All Hits No Hitler,Non-Starter,Mewelde Moore,Ind,RB|W/R/T
2,6.0,All Hits No Hitler,Starter,Mason Crosby,NYG,K
2,13.0,All Hits No Hitler,Starter,New York Giants,NYG,DEF
2,7.0,All Hits No Hitler,Non-Starter,Chicago,Chi,DEF
3,29.06,All Hits No Hitler,Starter,Peyton Manning,Den,QB
3,2.05,All Hits No Hitler,Starter,Santonio Holmes,Chi,WR|W/R/T
3,4.8,All Hits No Hitler,Starter,Steve Smith,Bal,WR|W/R/T
3,10.4,All Hits No Hitler,Starter,Adrian Peterson,Sea,RB|W/R/T
3,8.85,All Hits No Hitler,Starter,Reggie Bush,Buf,RB|W/R/T
3,2.15,All Hits No Hitler,Starter,Kellen Winslow,NYJ,TE|W/R/T
3,20.35,All Hits No Hitler,Starter,Julius Jones,Sea,RB|W/R/T
3,0.65,All Hits No Hitler,Non-Starter,Eddie Royal,Chi,WR|W/R/T
3,0.0,All Hits No Hitler,Non-Starter,Michael Crabtree,Ari,WR|W/R/T
3,6.95,All Hits No Hitler,Non-Starter,Sammy Morris,Dal,RB|W/R/T
3,11.5,All Hits No Hitler,Non-Starter,Matt Cassel,Det,QB
3,1.45,All Hits No Hitler,Non-Starter,Mewelde Moore,Ind,RB|W/R/T
3,12.0,All Hits No Hitler,Starter,Mason Crosby,NYG,K
3,12.0,All Hits No Hitler,Starter,New York Giants,NYG,DEF
3,8.0,All Hits No Hitler,Non-Starter,Chicago,Chi,DEF
