1,imdrunkrightnow,80.58,Football Yankees,97.44
2,imdrunkrightnow,78.17,Jobber To The Stars,71.07
3,imdrunkrightnow,107.05,AirBudGoldenReceiver,87.4
4,imdrunkrightnow,101.64,GoreSomeSugarOnMe!,96.75
5,imdrunkrightnow,83.81,EugeneMonRoe v.Wade,119.28
6,imdrunkrightnow,110.52,Josh Gordon Bombay,65.4
7,imdrunkrightnow,79.49,Reserve/PUP List,56.44
8,imdrunkrightnow,92.28,Gurls gone Wild,81.1
9,imdrunkrightnow,95.43,Chili Con Cussion,113.99
10,imdrunkrightnow,79.95,As the Crow Calls,108.64
11,imdrunkrightnow,48.63,Maybeitrythissober,60.98
12,imdrunkrightnow,76.61,Waiting for Week 4,74.57
13,imdrunkrightnow,106.95,Big Veiny Dak,105.68
14,imdrunkrightnow,85.52,GoreSomeSugarOnMe!,89.14
15,imdrunkrightnow,97.59,Chili Con Cussion,96.35
2,Football Yankees,111.54,Big Veiny Dak,84.92
3,Football Yankees,135.6,Jobber To The Stars,90.3
4,Football Yankees,102.97,AirBudGoldenReceiver,83.94
5,Football Yankees,121.83,GoreSomeSugarOnMe!,117.79
6,Football Yankees,72.65,EugeneMonRoe v.Wade,100.25
7,Football Yankees,88.52,Josh Gordon Bombay,120.94
8,Football Yankees,112.02,Reserve/PUP List,76.1
9,Football Yankees,83.81,Gurls gone Wild,100.57
10,Football Yankees,100.88,Chili Con Cussion,68.58
11,Football Yankees,112.49,As the Crow Calls,73.87
12,Football Yankees,85.16,Maybeitrythissober,131.69
13,Football Yankees,98.13,Waiting for Week 4,79.23
15,Football Yankees,73.69,Maybeitrythissober,89.71
16,Football Yankees,102.68,Josh Gordon Bombay,86.11
1,Jobber To The Stars,112.74,Waiting for Week 4,112.94
4,Jobber To The Stars,73.41,Big Veiny Dak,68.85
5,Jobber To The Stars,68.31,AirBudGoldenReceiver,102.61
6,Jobber To The Stars,47.06,GoreSomeSugarOnMe!,106.24
7,Jobber To The Stars,69.66,EugeneMonRoe v.Wade,78.2
8,Jobber To The Stars,75.25,Josh Gordon Bombay,79.07
9,Jobber To The Stars,58.99,Reserve/PUP List,75.36
10,Jobber To The Stars,79.68,Gurls gone Wild,60.32
11,Jobber To The Stars,69.84,Chili Con Cussion,79.18
12,Jobber To The Stars,66.6,As the Crow Calls,93.51
13,Jobber To The Stars,61.0,Maybeitrythissober,91.23
1,AirBudGoldenReceiver,72.81,Maybeitrythissober,91.57
2,AirBudGoldenReceiver,77.77,Waiting for Week 4,114.09
6,AirBudGoldenReceiver,85.56,Big Veiny Dak,119.58
7,AirBudGoldenReceiver,72.89,GoreSomeSugarOnMe!,145.43
8,AirBudGoldenReceiver,96.79,EugeneMonRoe v.Wade,94.02
9,AirBudGoldenReceiver,94.98,Josh Gordon Bombay,144.96
10,AirBudGoldenReceiver,86.19,Reserve/PUP List,100.64
11,AirBudGoldenReceiver,99.14,Gurls gone Wild,73.9
12,AirBudGoldenReceiver,91.92,Chili Con Cussion,90.21
13,AirBudGoldenReceiver,64.16,As the Crow Calls,70.16
14,AirBudGoldenReceiver,75.19,Reserve/PUP List,71.02
15,AirBudGoldenReceiver,65.73,As the Crow Calls,74.77
16,AirBudGoldenReceiver,90.78,Big Veiny Dak,81.47
1,GoreSomeSugarOnMe!,78.7,As the Crow Calls,98.74
2,GoreSomeSugarOnMe!,100.21,Maybeitrythissober,68.86
3,GoreSomeSugarOnMe!,115.46,Waiting for Week 4,55.46
8,GoreSomeSugarOnMe!,119.9,Big Veiny Dak,113.43
9,GoreSomeSugarOnMe!,101.99,EugeneMonRoe v.Wade,93.71
10,GoreSomeSugarOnMe!,107.49,Josh Gordon Bombay,96.07
11,GoreSomeSugarOnMe!,98.05,Reserve/PUP List,83.82
12,GoreSomeSugarOnMe!,84.54,Gurls gone Wild,118.85
13,GoreSomeSugarOnMe!,91.61,Chili Con Cussion,130.07
15,GoreSomeSugarOnMe!,95.72,Josh Gordon Bombay,78.04
16,GoreSomeSugarOnMe!,116.41,Maybeitrythissober,100.0
1,EugeneMonRoe v.Wade,95.81,Chili Con Cussion,98.8
2,EugeneMonRoe v.Wade,110.11,As the Crow Calls,116.01
