1,34.98,imdrunkrightnow,Starter,Tom Brady,TB,QB
1,30.0,imdrunkrightnow,Starter,Wes Welker,LAR,WR|W/R/T
1,10.45,imdrunkrightnow,Starter,Davone Bess,Cle,WR|W/R/T
1,10.9,imdrunkrightnow,Starter,Adrian Peterson,Sea,RB|W/R/T
1,4.0,imdrunkrightnow,Starter,Mark Ingram II,NO,RB|W/R/T
1,6.05,imdrunkrightnow,Starter,Jermichael Finley,GB,TE|W/R/T
1,0.65,imdrunkrightnow,Starter,Jacoby Ford,LV,WR|W/R/T
1,6.75,imdrunkrightnow,Non-Starter,Johnny Knox,Chi,WR|W/R/T
1,7.8,imdrunkrightnow,Non-Starter,Pierre Thomas,SF,RB|W/R/T
1,11.7,imdrunkrightnow,Non-Starter,James Starks,GB,RB|W/R/T
1,1.55,imdrunkrightnow,Non-Starter,DeMarco Murray,Ten,RB|W/R/T
1,2.6,imdrunkrightnow,Non-Starter,Andre Roberts,Car,WR|W/R/T
1,1.8,imdrunkrightnow,Non-Starter,Montario Hardesty,Cle,RB|W/R/T
1,0.0,imdrunkrightnow,Non-Starter,Shane Vereen,NYG,RB|W/R/T
1,24.0,imdrunkrightnow,Starter,Chicago Bears,Chi,DEF
2,29.22,imdrunkrightnow,Starter,Tom Brady,TB,QB
2,9.85,imdrunkrightnow,Starter,Wes Welker,LAR,WR|W/R/T
2,4.7,imdrunkrightnow,Starter,Davone Bess,Cle,WR|W/R/T
2,26.6,imdrunkrightnow,Starter,Adrian Peterson,Sea,RB|W/R/T
2,3.1,imdrunkrightnow,Starter,Mark Ingram II,NO,RB|W/R/T
2,8.05,imdrunkrightnow,Starter,Jermichael Finley,GB,TE|W/R/T
2,12.25,imdrunkrightnow,Starter,James Starks,GB,RB|W/R/T
2,6.0,imdrunkrightnow,Non-Starter,Pierre Thomas,SF,RB|W/R/T
2,0.0,imdrunkrightnow,Non-Starter,Jacoby Ford,LV,WR|W/R/T
2,5.0,imdrunkrightnow,Non-Starter,Johnny Knox,Chi,WR|W/R/T
2,2.75,imdrunkrightnow,Non-Starter,DeMarco Murray,Ten,RB|W/R/T
2,3.75,imdrunkrightnow,Non-Starter,Andre Roberts,Car,WR|W/R/T
2,0.1,imdrunkrightnow,Non-Starter,Montario Hardesty,Cle,RB|W/R/T
2,0.0,imdrunkrightnow,Non-Starter,Shane Vereen,NYG,RB|W/R/T
2,2.0,imdrunkrightnow,Starter,Chicago Bears,Chi,DEF
3,23.98,imdrunkrightnow,Starter,Tom Brady,TB,QB
3,39.6,imdrunkrightnow,Starter,Wes Welker,LAR,WR|W/R/T
3,9.9,imdrunkrightnow,Starter,David Nelson,NYJ,WR|W/R/T
3,16.7,imdrunkrightnow,Starter,Adrian Peterson,Sea,RB|W/R/T
3,0.15,imdrunkrightnow,Starter,James Starks,GB,RB|W/R/T
3,28.25,imdrunkrightnow,Starter,Jermichael Finley,GB,TE|W/R/T
3,10.0,imdrunkrightnow,Starter,Mark Ingram II,NO,RB|W/R/T
3,4.55,imdrunkrightnow,Non-Starter,Pierre Thomas,SF,RB|W/R/T
