10,16.0,Old Horse Medicine Show,Starter,George Kittle,SF,TE|W/R/T
10,3.8,Old Horse Medicine Show,Non-Starter,Odell Beckham,Mia,WR|W/R/T
10,0.0,Old Horse Medicine Show,Non-Starter,Nick Chubb,Hou,RB|W/R/T
10,0.0,Old Horse Medicine Show,Non-Starter,Antonio Brown,TB,WR|W/R/T
10,6.5,Old Horse Medicine Show,Starter,New Orleans Saints,NO,DEF
10,0.0,Old Horse Medicine Show,Starter,Chris Carson,Sea,RB|W/R/T
11,17.52,Old Horse Medicine Show,Starter,Tua Tagovailoa,Mia,QB
11,9.4,Old Horse Medicine Show,Starter,Michael Gallup,Was,WR|W/R/T
11,6.5,Old Horse Medicine Show,Starter,Corey Davis,NYJ,WR|W/R/T
11,22.4,Old Horse Medicine Show,Starter,Nick Chubb,Hou,RB|W/R/T
11,0.5,Old Horse Medicine Show,Starter,Alexander Mattison,Mia,RB|W/R/T
11,28.8,Old Horse Medicine Show,Starter,Zach Ertz,Was,TE|W/R/T
11,13.4,Old Horse Medicine Show,Starter,George Kittle,SF,TE|W/R/T
11,0.0,Old Horse Medicine Show,Non-Starter,Cordarrelle Patterson,Pit,WR|RB|W/R/T
11,0.0,Old Horse Medicine Show,Non-Starter,Courtland Sutton,Den,WR|W/R/T
11,0.0,Old Horse Medicine Show,Non-Starter,Odell Beckham,Mia,WR|W/R/T
11,14.5,Old Horse Medicine Show,Starter,San Francisco 49ers,SF,DEF
11,0.0,Old Horse Medicine Show,Starter,Antonio Brown,TB,WR|W/R/T
12,15.32,Old Horse Medicine Show,Starter,Tyrod Taylor,NYJ,QB
12,15.6,Old Horse Medicine Show,Starter,Michael Gallup,Was,WR|W/R/T
12,19.1,Old Horse Medicine Show,Starter,Odell Beckham,Mia,WR|W/R/T
12,5.9,Old Horse Medicine Show,Starter,Nick Chubb,Hou,RB|W/R/T
12,2.7,Old Horse Medicine Show,Starter,Tony Jones,Ari,RB|W/R/T
12,2.3,Old Horse Medicine Show,Starter,George Kittle,SF,TE|W/R/T
12,27.5,Old Horse Medicine Show,Starter,Cordarrelle Patterson,Pit,WR|RB|W/R/T
12,10.8,Old Horse Medicine Show,Non-Starter,Alexander Mattison,Mia,RB|W/R/T
12,0.0,Old Horse Medicine Show,Non-Starter,Zach Ertz,Was,TE|W/R/T
12,23.1,Old Horse Medicine Show,Non-Starter,Kendrick Bourne,NE,WR|W/R/T
12,6.5,Old Horse Medicine Show,Starter,San Francisco 49ers,SF,DEF
12,0.0,Old Horse Medicine Show,Starter,Antonio Brown,TB,WR|W/R/T
13,1.3,Old Horse Medicine Show,Starter,Tyrod Taylor,NYJ,QB
13,14.6,Old Horse Medicine Show,Starter,Michael Gallup,Was,WR|W/R/T
13,10.8,Old Horse Medicine Show,Starter,Odell Beckham,Mia,WR|W/R/T
13,21.4,Old Horse Medicine Show,Starter,Alexander Mattison,Mia,RB|W/R/T
13,12.6,Old Horse Medicine Show,Starter,Cordarrelle Patterson,Pit,WR|RB|W/R/T
13,39.6,Old Horse Medicine Show,Starter,George Kittle,SF,TE|W/R/T
13,2.0,Old Horse Medicine Show,Starter,Zach Ertz,Was,TE|W/R/T
13,0.0,Old Horse Medicine Show,Non-Starter,Tony Jones,Ari,RB|W/R/T
13,0.0,Old Horse Medicine Show,Non-Starter,Nick Chubb,Hou,RB|W/R/T
13,0.3,Old Horse Medicine Show,Non-Starter,Kendrick Bourne,NE,WR|W/R/T
13,13.0,Old Horse Medicine Show,Starter,San Francisco 49ers,SF,DEF
13,0.0,Old Horse Medicine Show,Starter,Antonio Brown,TB,WR|W/R/T
14,24.82,Old Horse Medicine Show,Starter,Ben Roethlisberger,Pit,QB
14,11.0,Old Horse Medicine Show,Starter,Michael Gallup,Was,WR|W/R/T
14,19.7,Old Horse Medicine Show,Starter,Odell Beckham,Mia,WR|W/R/T
14,13.9,Old Horse Medicine Show,Starter,Cordarrelle Patterson,Pit,WR|RB|W/R/T
14,9.5,Old Horse Medicine Show,Starter,Nick Chubb,Hou,RB|W/R/T
14,34.1,Old Horse Medicine Show,Starter,George Kittle,SF,TE|W/R/T
14,5.0,Old Horse Medicine Show,Starter,Marquez Valdes-Scantling,Sea,WR|W/R/T
14,2.7,Old Horse Medicine Show,Non-Starter,Alexander Mattison,Mia,RB|W/R/T
14,9.2,Old Horse Medicine Show,Non-Starter,Zach Ertz,Was,TE|W/R/T
14,0.0,Old Horse Medicine Show,Non-Starter,Antonio Brown,TB,WR|W/R/T
14,13.0,Old Horse Medicine Show,Starter,San Francisco 49ers,SF,DEF
1,13.38,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
1,10.2,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
1,23.8,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
1,20.4,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
1,15.7,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
1,12.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
1,19.1,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
1,1.6,AirBudGoldenReceiver,Non-Starter,Alexander Mattison,Mia,RB|W/R/T
1,24.3,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
1,16.18,AirBudGoldenReceiver,Non-Starter,Tua Tagovailoa,Mia,QB
1,9.5,AirBudGoldenReceiver,Starter,Washington Commanders,Was,DEF
2,14.72,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
2,27.7,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
2,36.8,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
2,16.8,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
2,17.2,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
2,9.5,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
2,3.6,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
2,3.8,AirBudGoldenReceiver,Non-Starter,Alexander Mattison,Mia,RB|W/R/T
2,17.5,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
2,0.52,AirBudGoldenReceiver,Non-Starter,Tua Tagovailoa,Mia,QB
2,7.5,AirBudGoldenReceiver,Starter,Washington Commanders,Was,DEF
3,30.84,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
3,10.2,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
3,30.6,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
3,23.1,AirBudGoldenReceiver,Starter,Alexander Mattison,Mia,RB|W/R/T
3,3.3,AirBudGoldenReceiver,Starter,Demetric Felton,Was,WR|RB|W/R/T
3,12.2,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
3,3.6,AirBudGoldenReceiver,Starter,Sterling Shepard,TB,WR|W/R/T
3,0.0,AirBudGoldenReceiver,Non-Starter,Darrell Henderson,LAR,RB|W/R/T
3,0.0,AirBudGoldenReceiver,Non-Starter,Dalvin Cook,Dal,RB|W/R/T
3,5.8,AirBudGoldenReceiver,Non-Starter,DeVonta Smith,Phi,WR|W/R/T
3,-2.5,AirBudGoldenReceiver,Starter,Washington Commanders,Was,DEF
3,0.0,AirBudGoldenReceiver,Starter,Tua Tagovailoa,Mia,QB
4,21.28,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
4,30.3,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
4,11.4,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
4,16.6,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
4,6.4,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
4,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
4,19.2,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
4,2.0,AirBudGoldenReceiver,Non-Starter,Alexander Mattison,Mia,RB|W/R/T
4,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
4,8.9,AirBudGoldenReceiver,Non-Starter,Sammy Watkins,Bal,WR|W/R/T
4,9.5,AirBudGoldenReceiver,Starter,Washington Commanders,Was,DEF
4,0.0,AirBudGoldenReceiver,Starter,Tua Tagovailoa,Mia,QB
5,42.82,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
5,8.6,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
5,16.2,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
5,16.9,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
5,26.3,AirBudGoldenReceiver,Starter,Alexander Mattison,Mia,RB|W/R/T
5,20.7,AirBudGoldenReceiver,Starter,Dawson Knox,Buf,TE|W/R/T
5,14.7,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
5,0.0,AirBudGoldenReceiver,Non-Starter,Dalvin Cook,Dal,RB|W/R/T
5,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
5,0.0,AirBudGoldenReceiver,Non-Starter,Tua Tagovailoa,Mia,QB
5,11.0,AirBudGoldenReceiver,Starter,Minnesota Vikings,Min,DEF
5,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
6,11.0,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
6,6.8,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
6,34.0,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
6,24.7,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
6,22.3,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
6,7.5,AirBudGoldenReceiver,Starter,Dawson Knox,Buf,TE|W/R/T
6,5.1,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
6,1.0,AirBudGoldenReceiver,Non-Starter,Alexander Mattison,Mia,RB|W/R/T
6,17.6,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
6,21.36,AirBudGoldenReceiver,Non-Starter,Tua Tagovailoa,Mia,QB
6,10.5,AirBudGoldenReceiver,Starter,Minnesota Vikings,Min,DEF
6,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
7,26.54,AirBudGoldenReceiver,Starter,Tua Tagovailoa,Mia,QB
7,25.2,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
7,37.6,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
7,9.4,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
7,24.8,AirBudGoldenReceiver,Starter,D'Ernest Johnson,Bal,RB|W/R/T
7,24.1,AirBudGoldenReceiver,Starter,C.J. Uzomah,Phi,TE|W/R/T
7,11.1,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
7,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
7,0.0,AirBudGoldenReceiver,Non-Starter,Dalvin Cook,Dal,RB|W/R/T
7,0.0,AirBudGoldenReceiver,Non-Starter,Justin Herbert,LAC,QB
7,14.5,AirBudGoldenReceiver,Starter,New England Patriots,NE,DEF
7,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
8,11.82,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
8,6.5,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
8,24.5,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
8,22.3,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
8,7.8,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
8,7.3,AirBudGoldenReceiver,Starter,C.J. Uzomah,Phi,TE|W/R/T
8,2.5,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
8,9.9,AirBudGoldenReceiver,Non-Starter,D'Ernest Johnson,Bal,RB|W/R/T
8,15.2,AirBudGoldenReceiver,Non-Starter,Tua Tagovailoa,Mia,QB
8,6.5,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
8,6.5,AirBudGoldenReceiver,Starter,Dallas Cowboys,Dal,DEF
8,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
9,31.64,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
9,20.5,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
9,22.6,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
9,8.8,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
9,15.2,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
9,6.4,AirBudGoldenReceiver,Starter,C.J. Uzomah,Phi,TE|W/R/T
9,5.7,AirBudGoldenReceiver,Starter,Samaje Perine,Cin,RB|W/R/T
9,0.0,AirBudGoldenReceiver,Non-Starter,Dawson Knox,Buf,TE|W/R/T
9,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
9,0.0,AirBudGoldenReceiver,Non-Starter,Terry McLaurin,Was,WR|W/R/T
9,9.5,AirBudGoldenReceiver,Starter,Dallas Cowboys,Dal,DEF
9,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
10,12.0,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
10,23.2,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
10,22.6,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
10,8.1,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
10,20.8,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
10,2.7,AirBudGoldenReceiver,Starter,Dawson Knox,Buf,TE|W/R/T
10,11.9,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
10,0.0,AirBudGoldenReceiver,Non-Starter,Samaje Perine,Cin,RB|W/R/T
10,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
10,2.2,AirBudGoldenReceiver,Non-Starter,Eno Benjamin,NO,RB|W/R/T
10,27.0,AirBudGoldenReceiver,Starter,Dallas Cowboys,Dal,DEF
10,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
11,34.28,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
11,10.1,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
11,21.3,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
11,22.5,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
11,-0.3,AirBudGoldenReceiver,Starter,Wayne Gallman,Sea,RB|W/R/T
11,14.0,AirBudGoldenReceiver,Starter,Dawson Knox,Buf,TE|W/R/T
11,5.3,AirBudGoldenReceiver,Starter,Latavius Murray,Buf,RB|W/R/T
11,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
11,0.0,AirBudGoldenReceiver,Non-Starter,Darrell Henderson,LAR,RB|W/R/T
11,0.0,AirBudGoldenReceiver,Non-Starter,Cooper Kupp,Sea,WR|W/R/T
11,11.0,AirBudGoldenReceiver,Starter,Dallas Cowboys,Dal,DEF
11,0.0,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
12,17.72,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
12,9.1,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
12,18.6,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
12,14.3,AirBudGoldenReceiver,Starter,Dalvin Cook,Dal,RB|W/R/T
12,17.3,AirBudGoldenReceiver,Starter,Darrell Henderson,LAR,RB|W/R/T
12,18.2,AirBudGoldenReceiver,Starter,Dawson Knox,Buf,TE|W/R/T
12,4.2,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
12,1.4,AirBudGoldenReceiver,Non-Starter,Latavius Murray,Buf,RB|W/R/T
12,0.0,AirBudGoldenReceiver,Non-Starter,Sterling Shepard,TB,WR|W/R/T
12,4.6,AirBudGoldenReceiver,Non-Starter,Rhamondre Stevenson,NE,RB|W/R/T
12,8.5,AirBudGoldenReceiver,Starter,Dallas Cowboys,Dal,DEF
12,6.1,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
13,25.28,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
13,5.2,AirBudGoldenReceiver,Starter,Terry McLaurin,Was,WR|W/R/T
13,26.9,AirBudGoldenReceiver,Starter,Cooper Kupp,Sea,WR|W/R/T
13,7.8,AirBudGoldenReceiver,Starter,Rhamondre Stevenson,NE,RB|W/R/T
13,4.5,AirBudGoldenReceiver,Starter,Wendell Smallwood,Jax,RB|W/R/T
13,13.8,AirBudGoldenReceiver,Starter,Logan Thomas,SF,TE|W/R/T
13,3.5,AirBudGoldenReceiver,Starter,DeVonta Smith,Phi,WR|W/R/T
13,0.0,AirBudGoldenReceiver,Non-Starter,Darrell Henderson,LAR,RB|W/R/T
13,3.4,AirBudGoldenReceiver,Non-Starter,Dawson Knox,Buf,TE|W/R/T
13,0.0,AirBudGoldenReceiver,Non-Starter,Dalvin Cook,Dal,RB|W/R/T
13,14.0,AirBudGoldenReceiver,Starter,Miami Dolphins,Mia,DEF
14,24.9,AirBudGoldenReceiver,Starter,Justin Herbert,LAC,QB
