1,imdrunkrightnow,102.97,Hangin wit Mr Cooper,119.02
2,imdrunkrightnow,76.1,Weebstrosity,104.3
3,imdrunkrightnow,87.8,Robot Griffin 3.0,90.58
4,imdrunkrightnow,95.44,Bring back Kellen,86.92
5,imdrunkrightnow,100.08,Football Yankees,61.07
6,imdrunkrightnow,81.46,Bacarri and Cola,84.19
7,imdrunkrightnow,93.32,Spicy Suisham Pork,78.38
8,imdrunkrightnow,72.74,Fighteveryninjahere!,67.66
9,imdrunkrightnow,147.88,Riley's Racists,68.46
10,imdrunkrightnow,94.12,Cock Salsa,47.35
11,imdrunkrightnow,90.92,AirBudGoldenReceiver,89.13
12,imdrunkrightnow,95.46,LennayBukkakekua,78.73
13,imdrunkrightnow,81.83,Donte Hitler,98.12
15,imdrunkrightnow,140.62,Hangin wit Mr Cooper,124.08
16,imdrunkrightnow,86.85,Donte Hitler,97.67
1,Robot Griffin 3.0,95.11,Fighteveryninjahere!,139.73
2,Robot Griffin 3.0,88.4,Riley's Racists,98.03
4,Robot Griffin 3.0,88.63,AirBudGoldenReceiver,100.38
5,Robot Griffin 3.0,92.46,LennayBukkakekua,113.84
6,Robot Griffin 3.0,84.14,Donte Hitler,78.43
7,Robot Griffin 3.0,83.72,Hangin wit Mr Cooper,54.97
8,Robot Griffin 3.0,64.93,Weebstrosity,77.6
9,Robot Griffin 3.0,120.54,Cock Salsa,79.25
10,Robot Griffin 3.0,98.99,Bring back Kellen,73.66
11,Robot Griffin 3.0,108.66,Football Yankees,110.61
12,Robot Griffin 3.0,46.77,Bacarri and Cola,92.32
13,Robot Griffin 3.0,142.88,Spicy Suisham Pork,79.0
15,Robot Griffin 3.0,75.45,Bring back Kellen,100.87
16,Robot Griffin 3.0,53.15,Riley's Racists,96.47
1,Bring back Kellen,107.08,Spicy Suisham Pork,125.97
2,Bring back Kellen,96.83,Fighteveryninjahere!,111.63
3,Bring back Kellen,103.44,Riley's Racists,62.2
5,Bring back Kellen,96.78,AirBudGoldenReceiver,95.31
6,Bring back Kellen,111.41,LennayBukkakekua,130.98
7,Bring back Kellen,104.61,Donte Hitler,85.85
8,Bring back Kellen,98.13,Hangin wit Mr Cooper,79.05
9,Bring back Kellen,69.45,Weebstrosity,43.48
11,Bring back Kellen,56.17,Cock Salsa,74.98
12,Bring back Kellen,97.68,Football Yankees,138.41
13,Bring back Kellen,98.33,Bacarri and Cola,90.33
14,Bring back Kellen,116.61,Weebstrosity,80.83
16,Bring back Kellen,84.22,Fighteveryninjahere!,74.15
2,Spicy Suisham Pork,56.77,Football Yankees,75.06
3,Spicy Suisham Pork,70.8,Bacarri and Cola,93.28
4,Spicy Suisham Pork,142.39,Cock Salsa,63.73
5,Spicy Suisham Pork,86.24,Fighteveryninjahere!,94.26
6,Spicy Suisham Pork,61.7,Riley's Racists,37.63
8,Spicy Suisham Pork,107.24,AirBudGoldenReceiver,91.42
9,Spicy Suisham Pork,71.88,LennayBukkakekua,91.14
10,Spicy Suisham Pork,79.77,Donte Hitler,85.48
11,Spicy Suisham Pork,96.54,Hangin wit Mr Cooper,105.32
12,Spicy Suisham Pork,75.36,Weebstrosity,81.95
1,AirBudGoldenReceiver,97.72,Donte Hitler,85.05
2,AirBudGoldenReceiver,105.94,Hangin wit Mr Cooper,129.87
3,AirBudGoldenReceiver,76.0,Weebstrosity,83.51
6,AirBudGoldenReceiver,87.13,Football Yankees,128.58
7,AirBudGoldenReceiver,99.37,Bacarri and Cola,89.45
9,AirBudGoldenReceiver,114.54,Fighteveryninjahere!,62.9
10,AirBudGoldenReceiver,85.62,Riley's Racists,83.89
12,AirBudGoldenReceiver,94.53,Cock Salsa,68.57
13,AirBudGoldenReceiver,85.45,LennayBukkakekua,78.43
