1,3.06,BroughtToUByCarlsJr,Starter,Jameis Winston,NYG,QB
1,8.85,BroughtToUByCarlsJr,Starter,Odell Beckham,Mia,WR|W/R/T
1,10.65,BroughtToUByCarlsJr,Starter,Tyler Lockett,Ten,WR|W/R/T
1,3.2,BroughtToUByCarlsJr,Starter,Kenyan Drake,Bal,RB|W/R/T
1,24.5,BroughtToUByCarlsJr,Starter,Dalvin Cook,Dal,RB|W/R/T
1,18.8,BroughtToUByCarlsJr,Starter,Mark Andrews,Bal,TE|W/R/T
1,10.45,BroughtToUByCarlsJr,Starter,Dede Westbrook,GB,WR|W/R/T
1,5.7,BroughtToUByCarlsJr,Non-Starter,Sterling Shepard,TB,WR|W/R/T
1,2.05,BroughtToUByCarlsJr,Non-Starter,Dion Lewis,NYG,RB|W/R/T
1,0.4,BroughtToUByCarlsJr,Non-Starter,Ty Montgomery II,NE,RB|W/R/T
1,7.0,BroughtToUByCarlsJr,Starter,Kansas City Chiefs,KC,DEF
2,13.22,BroughtToUByCarlsJr,Starter,Jameis Winston,NYG,QB
2,23.6,BroughtToUByCarlsJr,Starter,Odell Beckham,Mia,WR|W/R/T
2,0.55,BroughtToUByCarlsJr,Starter,Dede Westbrook,GB,WR|W/R/T
2,6.05,BroughtToUByCarlsJr,Starter,Kenyan Drake,Bal,RB|W/R/T
2,25.85,BroughtToUByCarlsJr,Starter,Dalvin Cook,Dal,RB|W/R/T
2,19.2,BroughtToUByCarlsJr,Starter,Mark Andrews,Bal,TE|W/R/T
2,10.4,BroughtToUByCarlsJr,Starter,Tyler Lockett,Ten,WR|W/R/T
2,0.0,BroughtToUByCarlsJr,Non-Starter,Sterling Shepard,TB,WR|W/R/T
2,1.65,BroughtToUByCarlsJr,Non-Starter,Dion Lewis,NYG,RB|W/R/T
2,4.75,BroughtToUByCarlsJr,Non-Starter,Ty Montgomery II,NE,RB|W/R/T
2,3.0,BroughtToUByCarlsJr,Starter,Dallas Cowboys,Dal,DEF
3,25.5,BroughtToUByCarlsJr,Starter,Jameis Winston,NYG,QB
3,7.1,BroughtToUByCarlsJr,Starter,Odell Beckham,Mia,WR|W/R/T
3,24.15,BroughtToUByCarlsJr,Starter,Tyler Lockett,Ten,WR|W/R/T
3,21.3,BroughtToUByCarlsJr,Starter,Dalvin Cook,Dal,RB|W/R/T
3,6.0,BroughtToUByCarlsJr,Starter,Kenneth Barber,LV,RB|W/R/T
3,2.25,BroughtToUByCarlsJr,Starter,Mark Andrews,Bal,TE|W/R/T
3,21.85,BroughtToUByCarlsJr,Starter,Sterling Shepard,TB,WR|W/R/T
3,5.95,BroughtToUByCarlsJr,Non-Starter,Kenyan Drake,Bal,RB|W/R/T
3,6.25,BroughtToUByCarlsJr,Non-Starter,Dede Westbrook,GB,WR|W/R/T
3,2.25,BroughtToUByCarlsJr,Non-Starter,Dion Lewis,NYG,RB|W/R/T
3,15.0,BroughtToUByCarlsJr,Starter,Dallas Cowboys,Dal,DEF
4,27.3,BroughtToUByCarlsJr,Starter,Jameis Winston,NYG,QB
4,2.5,BroughtToUByCarlsJr,Starter,Odell Beckham,Mia,WR|W/R/T
4,6.1,BroughtToUByCarlsJr,Starter,Tyler Lockett,Ten,WR|W/R/T
4,14.5,BroughtToUByCarlsJr,Starter,Dalvin Cook,Dal,RB|W/R/T
4,8.05,BroughtToUByCarlsJr,Starter,Kenyan Drake,Bal,RB|W/R/T
4,10.1,BroughtToUByCarlsJr,Starter,Mark Andrews,Bal,TE|W/R/T
4,11.65,BroughtToUByCarlsJr,Starter,Sterling Shepard,TB,WR|W/R/T
4,7.9,BroughtToUByCarlsJr,Non-Starter,Kenneth Barber,LV,RB|W/R/T
4,7.85,BroughtToUByCarlsJr,Non-Starter,Dede Westbrook,GB,WR|W/R/T
4,2.4,BroughtToUByCarlsJr,Non-Starter,Phillip Dorsett,LV,WR|W/R/T
4,18.0,BroughtToUByCarlsJr,Starter,Carolina Panthers,Car,DEF
5,17.46,BroughtToUByCarlsJr,Starter,Jameis Winston,NYG,QB
5,3.5,BroughtToUByCarlsJr,Starter,Odell Beckham,Mia,WR|W/R/T
5,11.3,BroughtToUByCarlsJr,Starter,Tyler Lockett,Ten,WR|W/R/T
5,21.3,BroughtToUByCarlsJr,Starter,Dalvin Cook,Dal,RB|W/R/T
5,9.35,BroughtToUByCarlsJr,Starter,Kenneth Barber,LV,RB|W/R/T
5,5.75,BroughtToUByCarlsJr,Starter,Mark Andrews,Bal,TE|W/R/T
5,0.0,BroughtToUByCarlsJr,Starter,Phillip Dorsett,LV,WR|W/R/T
5,5.95,BroughtToUByCarlsJr,Non-Starter,Sterling Shepard,TB,WR|W/R/T
5,0.0,BroughtToUByCarlsJr,Non-Starter,Kenyan Drake,Bal,RB|W/R/T
5,9.95,BroughtToUByCarlsJr,Non-Starter,Dede Westbrook,GB,WR|W/R/T
5,16.0,BroughtToUByCarlsJr,Starter,Carolina Panthers,Car,DEF
6,12.1,BroughtToUByCarlsJr,Starter,Jameis Winston,NYG,QB
6,11.6,BroughtToUByCarlsJr,Starter,Odell Beckham,Mia,WR|W/R/T
6,9.05,BroughtToUByCarlsJr,Starter,Tyler Lockett,Ten,WR|W/R/T
6,11.9,BroughtToUByCarlsJr,Starter,Dalvin Cook,Dal,RB|W/R/T
6,8.5,BroughtToUByCarlsJr,Starter,Kenyan Drake,Bal,RB|W/R/T
6,9.4,BroughtToUByCarlsJr,Starter,Mark Andrews,Bal,TE|W/R/T
6,6.05,BroughtToUByCarlsJr,Starter,Dede Westbrook,GB,WR|W/R/T
